trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 0.5, 'e': 0.40160646529781563}",20,3,-35.934611986158835,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
183,False,"{'a': 0.5, 'e': 0.3995984329713266}",25,0,13.59272735670867,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
184,False,"{'a': 0.5, 'e': 0.39760044080646995}",20,12,-30.474748469021275,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
185,False,"{'a': 0.5, 'e': 0.39561243860243755}",20,13,12.755405143691306,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.3936343764094254}",30,10,-51.31794275991818,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",1
187,False,"{'a': 0.5, 'e': 0.39166620452737827}",20,16,8.796978629923785,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.3897078735047414}",20,15,8.586541990852826,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.38775933413721764}",25,3,1.0229288893282429,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.38582053746653155}",25,7,-22.998790979724955,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.3838914347791989}",20,0,-42.48275400515026,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
192,False,"{'a': 0.5, 'e': 0.38197197760530294}",20,0,19.432124427484933,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
193,False,"{'a': 0.5, 'e': 0.3800621177172764}",30,0,18.358434679184732,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
194,False,"{'a': 0.5, 'e': 0.37816180712869}",30,9,-32.53183668383078,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 1}",1
195,False,"{'a': 0.5, 'e': 0.37627099809304654}",20,7,-19.482773564922727,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.3743896431025813}",25,3,19.517584692170196,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.37251769488706843}",20,16,9.053573148159419,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.37065510641263305}",20,0,14.633882585960228,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
199,False,"{'a': 0.5, 'e': 0.3688018308805699}",25,10,-3.9346323436865687,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.36695782172616703}",25,13,15.810064114647062,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.3651230326175362}",30,16,-6.348794682096433,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.36329741745444855}",20,3,-56.028720692214726,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
203,False,"{'a': 0.5, 'e': 0.3614809303671763}",25,10,-25.923379407306335,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
204,False,"{'a': 0.5, 'e': 0.3596735257153404}",20,9,6.930553440729339,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.35787515808676373}",35,15,-46.60310431046159,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",1
206,False,"{'a': 0.5, 'e': 0.35608578229632987}",30,3,-29.99211102474065,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.35430535338484825}",25,0,-142.33910825058567,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
208,False,"{'a': 0.5, 'e': 0.352533826617924}",20,11,-47.05446443600245,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
209,False,"{'a': 0.5, 'e': 0.3507711574848344}",25,16,10.129728280670205,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.3490173016974102}",25,16,15.791217690239627,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.34727221518892315}",35,13,-45.77293954717677,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 1}",1
212,False,"{'a': 0.5, 'e': 0.34553585411297855}",20,7,13.93762694257755,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.34380817484241366}",20,8,-20.612181300608675,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
214,False,"{'a': 0.5, 'e': 0.34208913396820156}",35,17,11.249969498529698,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.34037868829836054}",30,17,3.9443155620016817,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.33867679485686875}",25,0,-104.55500552695936,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
217,False,"{'a': 0.5, 'e': 0.33698341088258443}",25,19,15.744494992668969,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.3352984938281715}",20,9,-21.620213463481928,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
219,False,"{'a': 0.5, 'e': 0.33362200135903064}",20,5,-12.624797980332724,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.33195389135223546}",30,17,11.664510255088576,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.3302941218954743}",25,10,5.656910439873858,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.3286426512859969}",20,7,-78.28364457999177,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 2}",1
223,False,"{'a': 0.5, 'e': 0.32699943802956694}",20,8,-48.989351079514165,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 1}",1
224,False,"{'a': 0.5, 'e': 0.3253644408394191}",25,7,-40.564388014388584,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
225,False,"{'a': 0.5, 'e': 0.323737618635222}",25,14,-39.063978343051915,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
226,False,"{'a': 0.5, 'e': 0.3221189305420459}",25,14,-1.122168060099927,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.32050833588933564}",20,0,-33.33160896101976,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
228,False,"{'a': 0.5, 'e': 0.31890579420988896}",30,16,0.18739870206978848,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.3173112652388395}",25,0,-21.588903350364372,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
230,False,"{'a': 0.5, 'e': 0.3157247089126453}",25,12,-48.38126095790665,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
231,False,"{'a': 0.5, 'e': 0.3141460853680821}",25,13,-44.50009880572578,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
232,False,"{'a': 0.5, 'e': 0.31257535494124167}",20,0,-25.53500753697118,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
233,False,"{'a': 0.5, 'e': 0.3110124781665355}",20,11,5.770965146979018,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.3094574157757028}",20,6,1.8249585360493201,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.30791012869682427}",20,9,14.3485384297021,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.30637057805334017}",20,0,-4.033731915375853,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
237,False,"{'a': 0.5, 'e': 0.3048387251630735}",30,3,19.139286092227415,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.30331453153725807}",20,14,5.932692502166058,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.3017979588795718}",20,5,-29.879703190870835,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
240,False,"{'a': 0.5, 'e': 0.30028896908517394}",25,0,9.589756846590634,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
241,False,"{'a': 0.5, 'e': 0.2987875242397481}",20,0,21.656490763462322,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
242,False,"{'a': 0.5, 'e': 0.2972935866185493}",20,6,17.72332357950941,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.29580711868545656}",25,5,-26.005854969752118,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.2943280830920293}",20,0,-89.34567992646583,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",1
245,False,"{'a': 0.5, 'e': 0.29285644267656913}",25,0,17.255786002781363,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
246,False,"{'a': 0.5, 'e': 0.2913921604631863}",30,13,7.775591993217757,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.2899351996608704}",30,2,-0.7578069532557665,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.288485523662566}",20,12,1.8878042055336384,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.2870430960442532}",20,0,-24.14053459756868,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
250,False,"{'a': 0.5, 'e': 0.2856078805640319}",25,0,-9.020363865715739,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
251,False,"{'a': 0.5, 'e': 0.28417984116121175}",20,0,-2.3874897421985057,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
252,False,"{'a': 0.5, 'e': 0.2827589419554057}",30,15,10.786287099471345,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.28134514724562865}",25,8,-27.116952259005785,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.2799384215094005}",30,9,-0.8517507151248493,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.27853872940185354}",25,12,23.477807289658486,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.27714603575484426}",20,0,-113.34826332315946,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
257,False,"{'a': 0.5, 'e': 0.27576030557607}",25,5,24.383627474891362,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.2743815040481897}",30,11,27.72827452230123,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.5, 'e': 0.2730095965279487}",25,11,-2.3618495141460545,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.271644548545309}",25,13,3.1468618572618547,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.27028632580258244}",30,16,-42.57513746908075,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
262,False,"{'a': 0.5, 'e': 0.2689348941735695}",25,17,-25.149811791300177,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
263,False,"{'a': 0.5, 'e': 0.2675902197027017}",20,6,-37.97317328567247,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
264,False,"{'a': 0.5, 'e': 0.26625226860418816}",20,0,-76.58909931965476,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
265,False,"{'a': 0.5, 'e': 0.26492100726116724}",20,10,20.042586914927284,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.26359640222486136}",25,0,-21.121756535850103,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
267,False,"{'a': 0.5, 'e': 0.2622784202137371}",20,0,-44.32734941553024,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
268,False,"{'a': 0.5, 'e': 0.26096702811266836}",25,9,14.866894273251146,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.259662192972105}",35,13,-31.809396300326345,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 1}",1
270,False,"{'a': 0.5, 'e': 0.2583638820072445}",20,2,-3.3256953096532573,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.2570720625972083}",30,15,-9.561416983750917,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.25578670228422223}",20,10,19.57266463208419,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.2545077687728011}",20,0,24.36890644630821,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
274,False,"{'a': 0.5, 'e': 0.25323522992893716}",25,0,16.77520622114777,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
275,False,"{'a': 0.5, 'e': 0.25196905377929246}",20,13,-28.10885317794263,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
276,False,"{'a': 0.5, 'e': 0.25070920851039596}",20,12,14.894944803838602,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.249455662467844}",30,0,-0.3708747105132315,"{0: 25, 1: 3, 2: 2, 3: 0, 4: 0}",0
278,False,"{'a': 0.5, 'e': 0.24820838415550478}",20,3,14.130762130870622,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.24696734223472724}",20,0,8.490976052113911,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
280,False,"{'a': 0.5, 'e': 0.2457325055235536}",20,0,20.471299876436436,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
281,False,"{'a': 0.5, 'e': 0.24450384299593586}",20,9,-4.074653304901567,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.24328132378095618}",25,17,14.726932008318373,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.2420649171620514}",20,10,11.598471316715772,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.24085459257624112}",30,1,-3.47612935837544,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 1}",1
285,False,"{'a': 0.5, 'e': 0.23965031961335992}",20,0,28.66090843780044,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
286,False,"{'a': 0.5, 'e': 0.23845206801529312}",20,7,16.351245798001152,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.23725980767521665}",20,7,-29.133817389526993,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
288,False,"{'a': 0.5, 'e': 0.23607350863684057}",30,16,1.2977590656331612,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.23489314109365636}",20,4,13.370155071341635,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.23371867538818808}",20,8,13.92528582080598,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.23255008201124713}",25,16,19.421441705931258,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.2313873316011909}",20,0,19.127671717346708,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
293,False,"{'a': 0.5, 'e': 0.23023039494318495}",20,13,12.176279543515388,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.22907924296846902}",20,13,-5.785881249782294,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.22793384675362668}",25,13,3.406258769521993,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.22679417751985856}",20,0,7.470872620634999,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
297,False,"{'a': 0.5, 'e': 0.22566020663225925}",20,16,8.052229006463314,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.22453190559909794}",20,6,-34.377368028509366,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
299,False,"{'a': 0.5, 'e': 0.22340924607110246}",20,6,24.28174463230386,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.22229219984074694}",20,12,-20.14930034456291,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.2211807388415432}",20,13,13.078423290591155,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.2200748351473355}",20,0,-2.6886583316619737,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
303,False,"{'a': 0.5, 'e': 0.2189744609715988}",25,13,0.22420914704163009,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.21787958866674081}",20,0,-5.434339246130104,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
305,False,"{'a': 0.5, 'e': 0.2167901907234071}",30,17,9.656259338709745,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.2157062397697901}",30,17,21.21234443729647,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.21462770857094113}",25,1,33.74497668035266,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.21355457002808642}",20,0,-37.95340086742496,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
309,False,"{'a': 0.5, 'e': 0.212486797177946}",20,0,-4.839194131925788,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
310,False,"{'a': 0.5, 'e': 0.21142436319205626}",30,18,4.76424084416794,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.21036724137609597}",30,19,-12.795420149417573,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.20931540516921548}",20,15,7.526487247562657,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.20826882814336942}",35,24,-6.161908702204518,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.20722748400265256}",25,3,17.32629563453137,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.2061913465826393}",20,14,12.038290718010312,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.20516038984972612}",20,15,-13.37481649601694,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.20413458790047748}",30,7,-39.12170972601823,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 1}",1
318,False,"{'a': 0.5, 'e': 0.20311391496097508}",35,11,-28.181339712680753,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 1}",1
319,False,"{'a': 0.5, 'e': 0.20209834538617022}",20,12,12.815450877167683,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.20108785365923937}",20,0,-16.136101363417023,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
321,False,"{'a': 0.5, 'e': 0.20008241439094315}",30,22,11.922837607163432,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.19908200231898845}",20,14,12.566168724578826,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.1980865923073935}",20,11,19.661409109948533,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.19709615934585653}",20,8,20.12805131311433,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.19611067854912725}",20,14,10.372740700822984,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.19513012515638162}",20,11,17.43681946372536,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.1941544745305997}",20,4,-37.977434537646744,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
328,False,"{'a': 0.5, 'e': 0.1931837021579467}",30,7,-39.33293059200118,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 1}",1
329,False,"{'a': 0.5, 'e': 0.19221778364715697}",20,8,6.050972165756297,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.19125669472892118}",25,15,5.087545274919027,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.19030041125527658}",20,10,-63.61756648239813,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
332,False,"{'a': 0.5, 'e': 0.1893489091990002}",20,0,-10.393529296900406,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
333,False,"{'a': 0.5, 'e': 0.1884021646530052}",25,15,-50.281244487779716,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
334,False,"{'a': 0.5, 'e': 0.18746015382974016}",35,19,-24.44538957039841,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
335,False,"{'a': 0.5, 'e': 0.18652285306059146}",20,3,13.944288109292637,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.18559023879528852}",20,6,22.963650048864906,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.18466228760131206}",20,9,22.53014013324021,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.1837389761633055}",30,9,22.283695980285884,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.18282028128248898}",20,2,24.305460492111262,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.18190617987607652}",30,0,40.29863987103671,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
341,False,"{'a': 0.5, 'e': 0.18099664897669615}",25,5,15.96195612759842,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.18009166573181265}",20,15,13.072336951507813,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.1791912074031536}",20,0,1.8263346712492514,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
344,False,"{'a': 0.5, 'e': 0.17829525136613783}",20,3,28.13598455331248,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.17740377510930713}",25,0,30.891783168088885,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
346,False,"{'a': 0.5, 'e': 0.1765167562337606}",25,9,28.473576014403484,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.1756341724525918}",20,0,-2.0798622251009165,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
348,False,"{'a': 0.5, 'e': 0.17475600159032884}",20,12,15.72344421305608,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.1738822215823772}",30,13,26.24010525281986,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.17301281047446532}",30,12,8.180873265675709,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.172147746422093}",30,16,25.14511919299205,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.1712870076899825}",25,0,-74.50883516514266,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
353,False,"{'a': 0.5, 'e': 0.1704305726515326}",35,25,13.867366304699464,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.16957841978827493}",30,13,21.096820315249598,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.16873052768933355}",30,12,-12.061259203454851,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.1678868750508869}",30,19,14.783641846875772,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.16704744067563246}",30,0,-67.59210469023569,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
358,False,"{'a': 0.5, 'e': 0.1662122034722543}",25,10,23.393012555473682,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.16538114245489302}",20,13,11.41084770493816,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.16455423674261857}",30,19,-43.616215786253164,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
361,False,"{'a': 0.5, 'e': 0.16373146555890547}",20,2,25.854213082851807,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.16291280823111093}",30,21,5.694271941469818,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.1620982441899554}",30,12,34.68845016059238,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.1612877529690056}",30,7,-12.993138730504874,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
365,False,"{'a': 0.5, 'e': 0.16048131420416056}",35,11,44.99252565954742,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.15967890763313977}",25,14,21.407196145698293,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
